現做咖啡飲品_key,現做咖啡飲品_no,罐裝_瓶裝咖啡_key,罐裝_瓶裝咖啡_no,沖泡式咖啡_key,沖泡式咖啡_no,濾掛式咖啡_key,濾掛式咖啡_no,現做茶飲品_key,現做茶飲品_no,茶飲_key,茶飲_no,碳酸_汽水_key,碳酸_汽水_no,果汁_果醋飲_key,果汁_果醋飲_no,運動飲料_key,運動飲料_no,養生飲品_key,養生飲品_no,能量飲料_key,能量飲料_no,沖泡類飲品_key,沖泡類飲品_no,礦泉水_key,礦泉水_no,氣泡水_key,氣泡水_no,鮮乳類_key,鮮乳類_no,保久乳_key,保久乳_no,調味乳_key,調味乳_no,優格_key,優格_no,優酪乳_key,優酪乳_no,發酵乳_key,發酵乳_no,豆漿_key,豆漿_no,其他植物奶_key,其他植物奶_no,現做霜淇淋_聖代_key,現做霜淇淋_聖代_no,冰淇淋_key,冰淇淋_no,甜筒_key,甜筒_no,水果冰品_key,水果冰品_no,蒸箱食品_key,蒸箱食品_no,地瓜_key,地瓜_no,熱狗_key,熱狗_no,關東煮_key,關東煮_no,米飯類_key,米飯類_no,麵食類_key,麵食類_no,三明治_key,三明治_no,漢堡_key,漢堡_no,生鮮蔬果_沙拉_key,生鮮蔬果_沙拉_no,湯品_key,湯品_no,水餃_點心_key,水餃_點心_no,麵包_key,麵包_no,蛋糕_key,蛋糕_no,中式糕點_key,中式糕點_no,其他甜食_key,其他甜食_no,加工蛋_key,加工蛋_no,生鮮蔬菜_key,生鮮蔬菜_no,生鮮肉品_key,生鮮肉品_no,生鮮海鮮_key,生鮮海鮮_no,冷藏調理_key,冷藏調理_no,冷凍蔬菜_key,冷凍蔬菜_no,冷凍肉品_key,冷凍肉品_no,冷凍海鮮_key,冷凍海鮮_no,冷凍微波料理_key,冷凍微波料理_no,餅乾_key,餅乾_no,堅果_key,堅果_no,肉乾_肉紙_key,肉乾_肉紙_no,豆乾_key,豆乾_no,魷魚絲_key,魷魚絲_no,海苔_key,海苔_no,布丁_果凍_key,布丁_果凍_no,果乾_key,果乾_no,即飲甜品_key,即飲甜品_no,糖果_key,糖果_no,巧克力_key,巧克力_no,其他零食_key,其他零食_no,料理調味_key,料理調味_no,果醬_抹醬_key,果醬_抹醬_no,有機食品_key,有機食品_no,罐頭_key,罐頭_no,各式麵條_拌麵_key,各式麵條_拌麵_no,泡麵_key,泡麵_no,米_key,米_no,米_key,米_no,民生紙品_key,民生紙品_no,洗衣用具_key,洗衣用具_no,家庭清潔用品_key,家庭清潔用品_no,家庭清潔洗劑_key,家庭清潔洗劑_no,衣物清潔_key,衣物清潔_no,嬰幼兒用品_key,嬰幼兒用品_no,餐廚用品_key,餐廚用品_no,汽機車用品類_key,汽機車用品類_no,女性衛生用品_key,女性衛生用品_no,髮部清潔_保養_key,髮部清潔_保養_no,身體清潔_保養_key,身體清潔_保養_no,口腔保健_key,口腔保健_no,美容保養_key,美容保養_no,貓食_key,貓食_no,狗食_key,狗食_no,其他寵物食品_key,其他寵物食品_no,寵物用品_key,寵物用品_no,運動健身_key,運動健身_no,戶外露營_key,戶外露營_no,大型家電_key,大型家電_no,廚房家電_key,廚房家電_no,生活家電_key,生活家電_no,美容家電_key,美容家電_no,視聽娛樂家電_key,視聽娛樂家電_no,書籍_key,書籍_no,數位內容_key,數位內容_no,文教用品_key,文教用品_no,手機_通訊_週邊_key,手機_通訊_週邊_no,電腦螢幕_硬碟_key,電腦螢幕_硬碟_no,相機_攝影_DV_key,相機_攝影_DV_no,品牌鞋款_key,品牌鞋款_no,流行鞋襪_key,流行鞋襪_no,男女內著_key,男女內著_no,童裝_key,童裝_no,女裝_key,女裝_no,男裝_key,男裝_no,個人服飾配件_key,個人服飾配件_no,運動機能服飾_key,運動機能服飾_no,精品／飾品_key,精品／飾品_no,黃金_key,黃金_no,家飾_key,家飾_no,寢具_key,寢具_no,傢俱_key,傢俱_no,床墊_key,床墊_no,菸品_key,菸品_no,威士忌_key,威士忌_no,調酒_key,調酒_no,啤酒_key,啤酒_no,紅白酒_key,紅白酒_no,禮盒_key,禮盒_no
,,,,綜合,1355.0,綜合,1355.0,半價,695.0,台灣,17935.0,330mlx6,11065.0,蘆,18120.0,使用,220.0,人,3795,票台,15.0,山藥,25270.0,深命力,5040.0,素滴,9270.0,瓶,6990.0,,,棉糖,3195.0,完整,525.0,,,牛奶,2105.0,Oatly,7920.0,貨蝦,25.0,歐式,645.0,組合餐,2870.0,醬,275.0,噗,55.0,VegetableDelightPi,310.0,黃,20.0,比薩,360.0,排骨,685.0,鮑菇,790.0,牛三寶,770.0,厚,45.0,輕檸,850.0,那堤,420.0,20221204y6hfuaqr,5.0,壓,65.0,脆雞堡,3125.0,個,10880.0,255g6,1490.0,星冰樂,30130.0,,,鮮採,7240.0,代收,7610.0,石斑,10695.0,大阪,190.0,產,3300.0,咖哩,945.0,炭烤,2540.0,盅,29680.0,夏威夷,20250.0,代收,2505.0,味味,5795.0,烤肉,1040.0,風味燒,3275.0,剝皮,295.0,花,25.0,手摘,5340.0,二配,3505.0,香辣,21015.0,濃,9160.0,瓜子,6345.0,雞油,13155.0,果實,12800.0,嬰,755.0,活寶牌,17225,粉詹粉,245.0,烘焙,1445.0,鮑菇,790.0,公司,1055.0,包紙,760.0,夾曬,3920.0,OP,32565.0,原裝,22295.0,獅王,4455.0,衣架,1720.0,冰塊,5175.0,服務費,6710.0,,,頂級,76.0,680ml,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,圈小麥,38.0,ESD270C1TBUSB3,3.0,12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50,1205.0,50,1205.0,第二杯,695.0,大,12220.0,CAN330ml,10235.0,蘇打,16265.0,,,蔘,3795,開發,15.0,台糖,23825.0,瓶,4545.0,ASOLO,8555.0,大拇指,6975.0,,,三層次,2755.0,鮮白桃,525.0,,,優酪,1960.0,可可,7555.0,290G,20.0,蛋糕,575.0,堡,2870.0,貝果,275.0,噗速酵,55.0,4,275.0,4710713176010,20.0,gw,340.0,湯,680.0,麥杏,790.0,檸汁椒,405.0,王,35.0,大餐,455.0,套餐,420.0,20221225y4rtrce9,5.0,SNabatiSiip,60.0,美式,2290.0,薄,10875.0,小,1480.0,南瓜,29270.0,,,機紅,6850.0,代付,7600.0,龍虎,10630.0,燒,190.0,100g,1795.0,食,510.0,特大,2340.0,捲,28405.0,組合餐,17985.0,大包,2255.0,蔥,5725.0,豆乾丁,765.0,風味,3155.0,400g,180.0,鼎佳,15.0,風味,5075.0,海鹽,3505.0,捲,17935.0,橘子,1835.0,銀雪,6150.0,麵,12860.0,蜜粉,12765.0,粉,740.0,SB,16610,漢方辣粉,245.0,製,1340.0,麥杏,790.0,無線,995.0,附紙,345.0,棉被,2735.0,芳香,30245.0,800g,20595.0,花王,2040.0,雨衣,1715.0,倉庫,4375.0,香氛,6130.0,,,造型,65.0,清透,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,購物,38.0,多功能,3.0,真皮,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,鮮,1170.0,鮮,1170.0,風味,695.0,附湯,8865.0,飲料,7845.0,柳橙,15550.0,,,牛奶,3615,皮代,15.0,義美無糖,18375.0,2200ml,3680.0,750ML,8555.0,,,,,1300ml,2185.0,優格莓,205.0,,,香草,1810.0,厚高纖,5400.0,特價,20.0,熊大,575.0,牛肉,2870.0,豆乳,125.0,金桔,25.0,胡椒,235.0,大,15.0,辣香貝果,335.0,原盅,680.0,牛燒,60.0,麻雞,405.0,現貨,10.0,限定,265.0,雞肉定,395.0,20221203l68twn72,5.0,燻,40.0,培根,1945.0,人,10875.0,羊羹,1420.0,組合餐,15460.0,,,螺陽,6605.0,菜,2430.0,魚丸,10055.0,珍珠,190.0,請給,1560.0,柳定,510.0,魚燒個,2220.0,牛肉,24720.0,鹽小卷,14910.0,果漾,1435.0,高粱酒,5615.0,鮮菇,135.0,30g,3135.0,良泉,180.0,肉羹,15.0,真甘純,5035.0,UCC,2890.0,穀,17435.0,杯,1710.0,龜田,6135.0,大王,12500.0,顆粒,11560.0,250g,740.0,活寶,16460,麻辣,245.0,筋,1005.0,牛燒,60.0,路,720.0,單張,205.0,衣,2685.0,平板,28270.0,霉劑,19985.0,去,1875.0,尿布,1595.0,糰,3820.0,架,5525.0,,,沙宣,53.0,極淨,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,糖果,38.0,品,3.0,原廠,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,核果,695.0,或,8865.0,葡萄,7600.0,即,15540.0,,,椪,3560,2000g,15.0,銀養,17990.0,運動,3420.0,大利,8260.0,,,,,片,1990.0,飲料,30.0,,,SBisco,1795.0,風味燕,4370.0,義美傳,15.0,240,470.0,大麥元氣,2140.0,三,125.0,20220916k3cn5rli,5.0,醬,225.0,甘露,15.0,肉桂,255.0,告,600.0,20220921a6zjab8h,5.0,麻辣,375.0,20220912swhmgsaw,5.0,熱熔,205.0,食,395.0,20221216z8uu5vr3,5.0,火腿,40.0,雙層,1700.0,啦,7800.0,團雙,935.0,明太子,11560.0,,,力,6590.0,食,2410.0,義美,9945.0,堡,190.0,雞,1485.0,炸雞,510.0,風章,2220.0,鮮肉,23975.0,波樂,13910.0,芭樂乾,1140.0,包,5355.0,彩蔬,135.0,黑芝麻,2765.0,5,85.0,杯,15.0,餐包,4360.0,美味,2230.0,那堤,12335.0,活動,1710.0,堅果,5985.0,韓國產品,12440.0,200g5,11180.0,300g,695.0,燒鰻,15820,紅燒,100.0,分裝,960.0,20220921a6zjab8h,5.0,巷,520.0,單林,80.0,,,發票,26860.0,軟護衣,19840.0,漬,1610.0,貝親,1315.0,,,內襯,5420.0,,,日本,39.0,型,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,超大,37.0,256GBJetFlash790,2.0,imos,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,太妃,695.0,保久乳,8385.0,白,6600.0,IF,12775.0,,,綠豆,3560,龍泉金,10.0,全家人,17780.0,山泉水,3270.0,義,8180.0,,,,,鈣,1960.0,胡椒,30.0,,,奶油,1790.0,麥奶,4370.0,24,15.0,5,460.0,超級,2140.0,丸,125.0,20220921t0swx4im,5.0,團李錦記,225.0,2kg,15.0,大餐,210.0,馬,600.0,20220923f4ow3c54,5.0,生義,370.0,20220918e4cwgfz8,5.0,重,35.0,優惠餐,390.0,20221226mmj2pc51,5.0,機,15.0,牛堡,970.0,咔,7795.0,月,935.0,20220904f4dl1bbk,5.0,,,荷葉,6050.0,排定,2410.0,飯,9925.0,腰,170.0,粉,1485.0,胭脂,345.0,和,2220.0,4,20510.0,辣醬味,10790.0,添加,570.0,五香,5345.0,20221108l1pbutci,5.0,95g,2650.0,2,80.0,咕咪黃金,15.0,綜合,4045.0,麥片,2230.0,北,10545.0,生,700.0,脆米星,5740.0,30g,9785.0,蜜多,10785.0,圓滿,695.0,肉醬,14515,20221218dqmjsa4t,5.0,韓式,655.0,20220923f4ow3c54,5.0,弄,480.0,曾,55.0,,,毛巾,25180.0,浴室,19670.0,現貨,1455.0,矽膠,1220.0,,,尿袋,5095.0,,,GATSBY,36.0,一般,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,示型,36.0,小粒,2.0,OlympusStylusToughTG6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,都,325.0,台農麥芽,8385.0,氣水,5545.0,椰子汁,8250.0,,,水,3550,N,10.0,杏仁,17305.0,大容量,3165.0,泡礦,7690.0,,,,,有點,1870.0,去,30.0,,,夾,1775.0,那堤,4370.0,盒,15.0,支法國,455.0,比薩獨,1650.0,開心果,125.0,20220925t198elx1,5.0,餐飲,210.0,米,15.0,SpicyMexicanLargeP,110.0,林家,600.0,20220928y5pwm90i,5.0,王品,325.0,20220919koouvjju,5.0,20220911slhnpnz,5.0,腿,390.0,20221210y8tl533o,5.0,日式,10.0,嗨,840.0,中辣,7585.0,蓮子湯,880.0,,,,,裕,5080.0,億長,2310.0,炒,9925.0,炸,170.0,無裹,1425.0,肉香腸,345.0,鱸,1915.0,奇美,18710.0,享餐,9420.0,梨乾,570.0,風味條,4830.0,20221113z9xw4sg7,5.0,S,2555.0,3,75.0,咕米,15.0,原味,4015.0,21g15,2170.0,V,9405.0,,,盛香珍,4910.0,黑,9260.0,醫媞,10785.0,甜,610.0,罐組,12765,20221210vz7bv3yt,5.0,單點,380.0,20220928y5pwm90i,5.0,段,300.0,陳,55.0,,,組,24935.0,打,19090.0,,,抽,1205.0,,,重力,5005.0,,,,,片,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTPWDP01,36.0,B0364GB,2.0,專用,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,胡椒,205.0,Lunashop,8240.0,雙葉,4895.0,鮮剖,6505.0,,,組合包,3455,27,5.0,鈣,16655.0,水瓶,2120.0,560ml,7030.0,,,,,燒慢燒,1815.0,冰,25.0,,,健酪,1635.0,紅絲絨,1985.0,統豆,15.0,燕麥,155.0,鐵板,1650.0,冰棒,10.0,20220903f5azl7m7,5.0,5,205.0,香好,15.0,王,110.0,包子,600.0,20220910ov95v4eu,5.0,6,115.0,20220909b9vy6bbu,5.0,,,莎莎雞,390.0,20221214z5twv37w,5.0,芋到,10.0,漢堡,520.0,雞腿堡,7025.0,名屋,870.0,,,,,250g5,4110.0,御坊,2310.0,學甲無刺,9255.0,酥,170.0,我,1110.0,雙拼,345.0,小比薩,885.0,草莓,17505.0,比薩獨,9345.0,果乾,560.0,團碳,4155.0,20221107a3ryslop,5.0,酥,1335.0,,,Gumi,15.0,盛香珍,3420.0,綜,2110.0,杯,6480.0,,,豐葵,4885.0,需要,1760.0,片,10605.0,米森有,500.0,同榮,11855,20221221l1hb19s6,5.0,燒肉,375.0,20220910ov95v4eu,5.0,1,185.0,單謝,50.0,,,布,24260.0,透,17520.0,,,寵物,1155.0,,,襯套,4905.0,,,,,100,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歌林來,36.0,白,2.0,60M,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,大冰,130.0,熱銷,7810.0,Can,4610.0,光泉,6200.0,,,南庄,3200,,,鮮豆漿,15685.0,水杯,1770.0,22L,5720.0,,,,,,,三包,10.0,,,金車,950.0,榛果,1880.0,ROSSA,10.0,法式,15.0,雙牛,1650.0,黑,10.0,20220909c9eij9ga,5.0,包熱,205.0,關農芋,15.0,BurgerKing,110.0,淡水,600.0,20220912y7rzidja,5.0,味,40.0,20221217f1xmqcbv,5.0,,,風味肉,215.0,20221221y9aphrt1,5.0,20221219z7,10.0,早餐,390.0,花生,6440.0,入,760.0,,,,,袋,4110.0,年,2255.0,辣椒,6585.0,內,170.0,3,845.0,便當,345.0,鮮嫩,790.0,甜心,15440.0,巴拉,7370.0,,,肉醬,3940.0,20221102z8fka4dq,5.0,韓國,450.0,,,咖哩,15.0,核果,3260.0,烏干達,2090.0,太妃,2930.0,,,香,4870.0,包,1560.0,奶油,8990.0,200g5,450.0,好侍,11040,20221228l1hb2dek,5.0,中式,160.0,20220912y7rzidja,5.0,街,160.0,,,,,包,23455.0,靈制菌,16350.0,,,膠安撫,925.0,,,車載,4905.0,,,,,純水柔,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電顯,36.0,CS22QC30,2.0,潛水,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,入,6935.0,,,,,,,去,3120,,,金克寧,14610.0,漸層,1535.0,法拉,4610.0,,,,,,,一包,10.0,,,1450ml,395.0,特選紅絲絨,410.0,箱,10.0,20230419x3apda5,5.0,享餐,1650.0,,,綜合莓,5.0,6,165.0,梨,15.0,w,20.0,3,210.0,20220919y2jfu9qg,5.0,噌,40.0,,,,,20221224e9hui,5.0,20221207z0blp66b,5.0,20221205ih,10.0,附餐,390.0,熔岩,6440.0,4,760.0,,,,,蚵,2315.0,預購,2175.0,無刺,6215.0,20221220y9bebd3x,5.0,4,650.0,炸蝦,230.0,鯛魚,790.0,貢丸,14020.0,紫薯,6420.0,,,105g,3685.0,20220802z7sal0,5.0,45g,315.0,,,屋,15.0,義美生,3085.0,巴西,2090.0,核果,2930.0,,,果子,3405.0,要,980.0,盒,8525.0,機漢方,220.0,福松,8125,20221224u4cr8u8y,5.0,金品,160.0,20220919y2jfu9qg,5.0,一路,140.0,,,,,架,22260.0,花仙子,16255.0,,,扇貝,925.0,,,配,4695.0,,,,,嬌生,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolin,36.0,165g,2.0,4710474448463,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
