現做咖啡飲品_key,現做咖啡飲品_no,罐裝_瓶裝咖啡_key,罐裝_瓶裝咖啡_no,沖泡式咖啡_key,沖泡式咖啡_no,濾掛式咖啡_key,濾掛式咖啡_no,現做茶飲品_key,現做茶飲品_no,茶飲_key,茶飲_no,碳酸_汽水_key,碳酸_汽水_no,果汁_果醋飲_key,果汁_果醋飲_no,運動飲料_key,運動飲料_no,養生飲品_key,養生飲品_no,能量飲料_key,能量飲料_no,沖泡類飲品_key,沖泡類飲品_no,礦泉水_key,礦泉水_no,氣泡水_key,氣泡水_no,鮮乳類_key,鮮乳類_no,保久乳_key,保久乳_no,調味乳_key,調味乳_no,優格_key,優格_no,優酪乳_key,優酪乳_no,發酵乳_key,發酵乳_no,豆漿_key,豆漿_no,其他植物奶_key,其他植物奶_no,現做霜淇淋_聖代_key,現做霜淇淋_聖代_no,冰淇淋_key,冰淇淋_no,甜筒_key,甜筒_no,水果冰品_key,水果冰品_no,蒸箱食品_key,蒸箱食品_no,地瓜_key,地瓜_no,熱狗_key,熱狗_no,關東煮_key,關東煮_no,米飯類_key,米飯類_no,麵食類_key,麵食類_no,三明治_key,三明治_no,漢堡_key,漢堡_no,生鮮蔬果_沙拉_key,生鮮蔬果_沙拉_no,湯品_key,湯品_no,水餃_點心_key,水餃_點心_no,麵包_key,麵包_no,蛋糕_key,蛋糕_no,中式糕點_key,中式糕點_no,其他甜食_key,其他甜食_no,加工蛋_key,加工蛋_no,生鮮蔬菜_key,生鮮蔬菜_no,生鮮肉品_key,生鮮肉品_no,生鮮海鮮_key,生鮮海鮮_no,冷藏調理_key,冷藏調理_no,冷凍蔬菜_key,冷凍蔬菜_no,冷凍肉品_key,冷凍肉品_no,冷凍海鮮_key,冷凍海鮮_no,冷凍微波料理_key,冷凍微波料理_no,餅乾_key,餅乾_no,堅果_key,堅果_no,肉乾_肉紙_key,肉乾_肉紙_no,豆乾_key,豆乾_no,魷魚絲_key,魷魚絲_no,海苔_key,海苔_no,布丁_果凍_key,布丁_果凍_no,果乾_key,果乾_no,即飲甜品_key,即飲甜品_no,糖果_key,糖果_no,巧克力_key,巧克力_no,其他零食_key,其他零食_no,料理調味_key,料理調味_no,果醬_抹醬_key,果醬_抹醬_no,有機食品_key,有機食品_no,罐頭_key,罐頭_no,各式麵條_拌麵_key,各式麵條_拌麵_no,泡麵_key,泡麵_no,米_key,米_no,米_key,米_no,民生紙品_key,民生紙品_no,洗衣用具_key,洗衣用具_no,家庭清潔用品_key,家庭清潔用品_no,家庭清潔洗劑_key,家庭清潔洗劑_no,衣物清潔_key,衣物清潔_no,嬰幼兒用品_key,嬰幼兒用品_no,餐廚用品_key,餐廚用品_no,汽機車用品類_key,汽機車用品類_no,女性衛生用品_key,女性衛生用品_no,髮部清潔_保養_key,髮部清潔_保養_no,身體清潔_保養_key,身體清潔_保養_no,口腔保健_key,口腔保健_no,美容保養_key,美容保養_no,貓食_key,貓食_no,狗食_key,狗食_no,其他寵物食品_key,其他寵物食品_no,寵物用品_key,寵物用品_no,運動健身_key,運動健身_no,戶外露營_key,戶外露營_no,大型家電_key,大型家電_no,廚房家電_key,廚房家電_no,生活家電_key,生活家電_no,美容家電_key,美容家電_no,視聽娛樂家電_key,視聽娛樂家電_no,書籍_key,書籍_no,數位內容_key,數位內容_no,文教用品_key,文教用品_no,手機_通訊_週邊_key,手機_通訊_週邊_no,電腦螢幕_硬碟_key,電腦螢幕_硬碟_no,相機_攝影_DV_key,相機_攝影_DV_no,品牌鞋款_key,品牌鞋款_no,流行鞋襪_key,流行鞋襪_no,男女內著_key,男女內著_no,童裝_key,童裝_no,女裝_key,女裝_no,男裝_key,男裝_no,個人服飾配件_key,個人服飾配件_no,運動機能服飾_key,運動機能服飾_no,精品／飾品_key,精品／飾品_no,黃金_key,黃金_no,家飾_key,家飾_no,寢具_key,寢具_no,傢俱_key,傢俱_no,床墊_key,床墊_no,菸品_key,菸品_no,威士忌_key,威士忌_no,調酒_key,調酒_no,啤酒_key,啤酒_no,紅白酒_key,紅白酒_no,禮盒_key,禮盒_no
,,,,,,,,,,石榴,6415.0,,,,,,,愛之味,2940,,,晚安,11220.0,健身,1370.0,蕊,4610.0,,,,,,,冰起,5.0,,,,,冰特選,300.0,37,10.0,20221203f1sqeomt,5.0,藜,730.0,,,起司,5.0,要,160.0,入,10.0,20221113i50wbghv,5.0,紫菜,205.0,20220926y3npaw8k,5.0,韓式,40.0,,,,,20221203y15l9djy,5.0,,,泥,10.0,小華堡,300.0,XL,5640.0,家福,725.0,,,,,鍋,2300.0,厚切,2050.0,學甲,5965.0,20221222y5kgk7ad,5.0,兩包,610.0,麻婆,215.0,SeafoodPizzaExc,130.0,香菇,14020.0,烤,5260.0,,,腿,3445.0,,,捲,180.0,,,八幡,15.0,機繽紛,2765.0,特濃,2000.0,派,2925.0,,,兔年,3380.0,跟,790.0,康寶,8275.0,麩質,205.0,新東陽,5955,20221210i8tb0cge,5.0,炒,160.0,20220926y3npaw8k,5.0,,,,,,,JohnsBlend,21895.0,香香,15685.0,,,全矽,925.0,,,你,4695.0,,,,,水平衡,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藍牙耳機,31.0,KingstonKC600mSATA512,1.0,春光,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,5970.0,,,,,,,愛健,2215,,,家樂福,7735.0,直,1160.0,檸檬風味氣,3700.0,,,,,,,司,5.0,,,,,冰特,95.0,正康,5.0,20230428y7sj13u,5.0,麥元氣,730.0,,,20220910o7txc3q2,5.0,鹽,95.0,餅,10.0,20221102i50w5egq,5.0,10,185.0,20220909a6nkwb9l,5.0,20221205z7ofvmfz,5.0,,,,,20221225vwpd5t6j,5.0,,,白切,5.0,雞薯,250.0,套餐,5640.0,200g10,620.0,,,,,機青,2250.0,愛買,1835.0,150g,5490.0,20221218y7vtmct0,5.0,10,545.0,和,40.0,X220221105z6,70.0,龍鳳,12435.0,腿,5215.0,,,享券,3225.0,,,切片,135.0,,,米果,15.0,台灣,2765.0,耳,1470.0,南瓜,2925.0,,,總匯,3285.0,2,275.0,細滑,8160.0,機無,205.0,滷,2885,,,肉排,155.0,20220909a6nkwb9l,5.0,,,,,,,乳膠,21720.0,茶樹,14650.0,,,茶碗,905.0,,,防盜,4575.0,,,,,900g,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台灣,28.0,縣產,1.0,乍洩,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,玫瑰,5870.0,,,,,,,530ml,2065,,,饅,7690.0,,,檸檬風味,1350.0,,,,,,,,,,,,,,,黑,5.0,20230429ki98k8p,5.0,20221205o4o322ow,5.0,,,20230419e5bd6j55,5.0,刺,50.0,8,10.0,20221122spgucnn7,5.0,蔔,180.0,,,20221210y3kaf9q8,5.0,,,,,20221218p5xow,5.0,,,ANNIES,5.0,E,250.0,單點,4475.0,饅頭,455.0,,,,,溫室,2225.0,和,1510.0,薄,5235.0,20221209y9bep4uw,5.0,2,505.0,日本,40.0,X220221108z6,55.0,美式,1010.0,要,4875.0,,,麥當勞,3225.0,,,鶴壽庭,80.0,,,雞雙,5.0,玉米,2615.0,閑,1450.0,,,,,比薩,3285.0,,,汎,8115.0,穀,115.0,肉,2885,,,私房,155.0,,,,,,,,,補充,20855.0,精油,13750.0,,,蒸,905.0,,,吸塵器,4550.0,,,,,旋木馬,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,出貨,28.0,卷琦玉,1.0,NitecoreUNK2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,蜜,5785.0,,,,,,,乳,1975,,,星冰樂,5530.0,,,,,,,,,,,,,,,,,,,33,5.0,,,20221203l1pbqrh1,5.0,,,20220903g1ukklwg,5.0,黑椒,50.0,7,10.0,20221109agem862q,5.0,蘿,180.0,,,20220915g3waxxud,5.0,,,,,,,,,達,5.0,大餐,100.0,小比薩,4240.0,御,250.0,,,,,提供,1820.0,風,1510.0,醬,3825.0,蝦,5.0,6,495.0,20220808a1ybfu,5.0,烤,35.0,臘腸,1010.0,個,4715.0,,,麥脆,3225.0,,,黑潮,65.0,,,,,小品,2405.0,25g,1000.0,,,,,義美,3245.0,,,Can500ml,7835.0,黑芝麻,115.0,椪,2885,,,,,,,,,,,,,絨裡,19670.0,機專用,13570.0,,,100,855.0,,,小比薩任,2905.0,,,,,霓彩,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,腰掛,28.0,中粒,1.0,GoProHERO567Black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,統一蜜,1045,,,海鮮,3730.0,,,,,,,,,,,,,,,,,,,23,5.0,,,20221202o3td7vbc,5.0,,,20220917p9lufhgj,5.0,需要,35.0,6,5.0,20221104jesyje,5.0,瓜,150.0,,,20220904s4ire8w2,5.0,,,,,,,,,20221208mlq2czlj,5.0,20230420r3gcy,10.0,經典餐,3240.0,萩,250.0,,,,,請,1770.0,田園,1370.0,東泉,3695.0,20221231f5mqiei4,5.0,鮮切,490.0,20220812ov955p,5.0,焗,35.0,雙層,1000.0,人,4715.0,,,150g,2480.0,,,旗跡,65.0,,,,,晶典,2405.0,包,955.0,,,,,春日,3190.0,,,風味醬,7745.0,聖常,115.0,小朋友,2630,,,,,,,,,,,,,妙潔,19070.0,洗潔,13490.0,,,式,820.0,,,鷄,2460.0,,,,,男性,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鈴聲,27.0,JetFlash920512GB,1.0,3P4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,養生,960,,,一份,3300.0,,,,,,,,,,,,,,,,,,,,,,,20221225gv6jhnmb,5.0,,,20220916v6rx2vpi,5.0,小燒,35.0,,,20221106z861li,5.0,4,105.0,,,20220927m6ay654l,5.0,,,,,,,,,20221207z3bhlb1t,5.0,20230204t42eq,10.0,歡享,3240.0,110g,250.0,,,,,北,1765.0,帕里尼,1370.0,410g,2645.0,20221227y7ee12,5.0,有,465.0,20220806y1okic,5.0,20230214y1vck,10.0,大比薩,1000.0,多辣醬,4470.0,,,香酥,1080.0,,,,,,,,,名產,1650.0,,,,,,,桶,3070.0,,,400g,7740.0,,,溫玉,1315,,,,,,,,,,,,,L,17030.0,濃縮,12200.0,,,20221224g1ymt5mv,5.0,,,香,2460.0,,,,,美系陽光,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24GHz,23.0,KCR359,1.0,W2142500BCHENSON,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,黑,935,,,享餐,2985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20220928i1kscy84,5.0,20220925e1dh2x91,5.0,,,20221105ayj4ey,5.0,8,90.0,,,20221211b5vb3z91,5.0,,,,,,,,,20221227f7ugl8ow,5.0,20221225sg2om,5.0,和,825.0,冰沙,155.0,,,,,包,1640.0,蔬菜,970.0,10,1955.0,20221229a4axjp,5.0,裕,460.0,20221227m2tzlxfh,5.0,20230215y3enr,10.0,飯份,345.0,小姐,4315.0,,,炸腰,1080.0,,,,,,,,,包,1470.0,,,,,,,脆餅,3040.0,,,彩色,7340.0,,,日式,1245,,,,,,,,,,,,,山藥,15940.0,,,,,20221227q7pdcipq,5.0,,,蛋,2460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,設計,22.0,19684095,1.0,液晶,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,雞蛋,760,,,比薩獨,2985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20220929heueayt5,5.0,20220921q4arixcf,5.0,,,20221110y4rtfagb,5.0,鵝肉,40.0,,,20221212z2yus2ic,5.0,,,,,,,,,20221229z4rtdyev,5.0,20221230ke25b,5.0,20221212y0gs0v0r,5.0,綠豆,10.0,,,,,鴻,1115.0,捲,970.0,珍寶蟹,1150.0,海味,5.0,5,405.0,20221218v6qzfpd3,5.0,20221216z9di7q0,5.0,泡菜,35.0,味,4075.0,,,內肉定,1080.0,,,,,,,,,,,,,,,,,北,2120.0,,,蘇格蘭,6995.0,,,調理包,1180,,,,,,,,,,,,,感應,6565.0,,,,,20221203h9pr0fa3,5.0,,,勁濃,2180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MotorolaS1201DECT,20.0,04800472,1.0,品牌,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,羅,655,,,SeafoodPizzaExclusiv,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20230311f2sn7lkq,5.0,20220903z3uyj3hk,5.0,,,,,炒,5.0,,,20221207z4njcjam,5.0,,,,,,,,,,,,,20221213a4ax61a9,5.0,20220917y7flpddl,5.0,,,,,i,630.0,林聰明,210.0,味,1150.0,,,,,20221211m2tzvga4,5.0,20221217y1mj81r,5.0,20221211b6rtudnn,5.0,麵,3725.0,,,食,1080.0,,,,,,,,,,,,,,,,,57g,1945.0,,,日,5945.0,,,味王,1085,,,,,,,,,,,,,按,4315.0,,,,,20221211u8tseh6p,5.0,,,白雪,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,耳機,10.0,04801584,1.0,日本,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,耳機,400,,,蒸,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹹,5.0,,,,,,,,,,,,,,,,,20221215b8btu3ra,5.0,20220922f4mowwnv,5.0,,,,,包謝謝,145.0,大,125.0,棒,1150.0,,,,,,,20221217z4njcom,5.0,20221226z0jwwjo4,5.0,地獄,3230.0,,,20220909k6fmi4lm,5.0,,,,,,,,,,,,,,,,,井,1930.0,,,吸油,2510.0,,,單人餐,655,,,,,,,,,,,,,壓式,3970.0,,,,,20221212o2zg5743,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,降噪,7.0,53050106,1.0,SmoliaSquare,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,入耳式,310,,,茶碗,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221215ez2b3,5.0,,,,,,,,,,,,,,,,,20221215z2ohhv5r,5.0,,,,,,,4,90.0,20221209y1yecll6,5.0,420g,1010.0,,,,,,,20221219e0hbpqn,5.0,20221218a8hu9vck,5.0,包謝謝,3025.0,,,20220903c3ti6f9v,5.0,,,,,,,,,,,,,,,,,綜合豆,1930.0,,,我,2510.0,,,慶祝,655,,,,,,,,,,,,,垃圾,3875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWS,7.0,MTS430S1TBM22,1.0,ForNiko,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,麥克風,145,,,20220830z2izgp4j,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221208y2waf,5.0,,,,,,,,,,,,,,,,,20221211z4svhbaz,5.0,,,,,,,2,65.0,20221204k9ayki5o,5.0,100g5,810.0,,,,,,,,,20221229r7dbofx0,5.0,,,,,20220920s0rw6fy1,5.0,,,,,,,,,,,,,,,,,蒟,1515.0,,,惹,2510.0,,,20221116x2gdmy7l,5,,,,,,,,,,,,,垃圾袋,3825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藍,6.0,Storejet25A32TB,1.0,充電器,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,原廠,75,,,20220827z4db6bpm,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蛋,5.0,,,,,,,,,,,,,,,,,20221210y2hce6tw,5.0,,,,,,,包和餐,60.0,20221203kvoq7o5o,5.0,盒,810.0,,,,,,,,,,,,,,,20220919x7rq444a,5.0,,,,,,,,,,,,,,,,,,,,,清爽,2480.0,,,20221115koqogduj,5,,,,,,,,,,,,,12L,3485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpinFitCP1025,5.0,品工,1.0,顯示,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,入耳,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221220e9asosgy,5.0,,,,,,,,,,,塊,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35g,2390.0,,,20221114blxmhwyt,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162g,1.0,OneofUsIsLying,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,有線,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221217r7dudbxc,5.0,,,,,,,,,,,辣雞塊,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,透明,2330.0,,,20221113k2dblqky,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,耳麥,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水牛城,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,控油,1990.0,,,20221120h7wze6xf,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MOE267,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221120i4idjmfw,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
